scenario,country_code,country_name,wacc,risk_free_rate,beta,equity_risk_premium,country_risk_premium,debt_rate,tax_rate,equity_ratio,debt_ratio,wacc_real
mature,ALB,Albania,0.11489250000000001,0.035,2.16125,0.065,0.048,0.05,0.15,0.4,0.6,0.09303186274509812
mature,DZA,Algeria,0.1117725,0.035,2.16125,0.065,0.04019999999999999,0.05,0.15,0.4,0.6,0.08997303921568633
mature,AND,Andorra  (Principality of),0.10154391000000001,0.035,2.104535,0.065,0.0213,0.05,0.1898,0.4,0.6,0.07994500980392161
mature,AGO,Angola,0.12370750000000001,0.035,2.01875,0.065,0.0868,0.05,0.25,0.4,0.6,0.10167401960784317
mature,AIA,Anguilla,0.12127328500000001,0.035,2.0154725,0.065,0.08109999999999999,0.05,0.2523,0.4,0.6,0.09928753431372539
mature,ATG,Antigua &  Barbuda,0.12123328500000002,0.035,2.0154725,0.065,0.081,0.05,0.2523,0.4,0.6,0.09924831862745087
mature,ARG,Argentina,0.1463625,0.035,1.87625,0.065,0.1602,0.05,0.35,0.4,0.6,0.12388480392156853
mature,ARM,Armenia,0.11288100000000001,0.035,2.1185,0.065,0.048,0.05,0.18,0.4,0.6,0.09105980392156865
mature,ABW,Aruba,0.1007075,0.035,2.01875,0.065,0.029300000000000003,0.05,0.25,0.4,0.6,0.07912499999999989
mature,AUS,Australia,0.08563499999999999,0.035,1.9474999999999998,0.065,0.0,0.05,0.3,0.4,0.6,0.0643480392156861
mature,AUT,Austria,0.09177799999999998,0.035,2.0329999999999995,0.065,0.0053,0.05,0.24,0.4,0.6,0.07037058823529407
mature,AZE,Azerbaijan,0.1057,0.035,2.09,0.065,0.0334,0.05,0.2,0.4,0.6,0.08401960784313722
mature,BHS,Bahamas,0.12979000000000002,0.035,2.375,0.065,0.0601,0.05,0.0,0.4,0.6,0.10763725490196085
mature,BHR,Bahrain,0.13511,0.035,2.375,0.065,0.07339999999999999,0.05,0.0,0.4,0.6,0.11285294117647071
mature,BGD,Bangladesh,0.11499499999999999,0.035,1.9474999999999998,0.065,0.07339999999999999,0.05,0.3,0.4,0.6,0.0931323529411765
mature,BRB,Barbados,0.13678225,0.035,2.2966249999999993,0.065,0.0868,0.05,0.055,0.4,0.6,0.11449240196078425
mature,BLR,Belarus,0.188041,0.035,2.1185,0.065,0.2359,0.05,0.18,0.4,0.6,0.16474607843137257
mature,BEL,Belgium,0.0921875,0.035,2.01875,0.065,0.008,0.05,0.25,0.4,0.6,0.07077205882352944
mature,BLZ,Belize,0.12666063500000002,0.035,1.9684475,0.065,0.1001,0.05,0.2853,0.4,0.6,0.10456924999999995
mature,BEN,Benin,0.109675,0.035,1.9474999999999998,0.065,0.0601,0.05,0.3,0.4,0.6,0.08791666666666664
mature,BMU,Bermuda,0.11027,0.035,2.375,0.065,0.0113,0.05,0.0,0.4,0.6,0.08850000000000002
mature,BOL,Bolivia,0.14238750000000003,0.035,2.01875,0.065,0.1335,0.05,0.25,0.4,0.6,0.11998774509803933
mature,BIH,Bosnia and  Herzegovina,0.133765,0.035,2.2325,0.065,0.0868,0.05,0.1,0.4,0.6,0.11153431372549005
mature,BWA,Botswana,0.097399,0.035,2.0614999999999997,0.065,0.016,0.05,0.22,0.4,0.6,0.0758813725490195
mature,BRA,Brazil,0.096313,0.035,1.8904999999999996,0.065,0.0334,0.05,0.34,0.4,0.6,0.07481666666666675
mature,VGB,British Virgin  Islands,0.12127328500000001,0.035,2.0154725,0.065,0.08109999999999999,0.05,0.2523,0.4,0.6,0.09928753431372539
mature,BRN,Brunei,0.086153,0.035,1.8904999999999996,0.065,0.008,0.05,0.34,0.4,0.6,0.06485588235294104
mature,BGR,Bulgaria,0.107565,0.035,2.2325,0.065,0.0213,0.05,0.1,0.4,0.6,0.08584803921568618
mature,BFA,Burkina Faso,0.12701600000000002,0.035,1.976,0.065,0.1001,0.05,0.28,0.4,0.6,0.10491764705882356
mature,KHM,Cambodia,0.12170000000000002,0.035,2.09,0.065,0.07339999999999999,0.05,0.2,0.4,0.6,0.09970588235294109
mature,CMR,Cameroon,0.12366350000000001,0.035,1.9047499999999997,0.065,0.1001,0.05,0.33,0.4,0.6,0.10163088235294104
mature,CAN,Canada,0.08798175,0.035,1.997375,0.065,0.0,0.05,0.265,0.4,0.6,0.06664877450980389
mature,CPV,Cape Verde,0.13511,0.035,2.375,0.065,0.07339999999999999,0.05,0.0,0.4,0.6,0.11285294117647071
mature,CYM,Cayman Islands,0.10895000000000002,0.035,2.375,0.065,0.008,0.05,0.0,0.4,0.6,0.08720588235294136
mature,CHL,Chile,0.0921665,0.035,1.9902499999999996,0.065,0.0113,0.05,0.27,0.4,0.6,0.07075147058823528
mature,CHN,China,0.09274750000000001,0.035,2.01875,0.065,0.009399999999999999,0.05,0.25,0.4,0.6,0.07132107843137248
mature,COL,Colombia,0.09244250000000001,0.035,1.87625,0.065,0.0254,0.05,0.35,0.4,0.6,0.0710220588235293
mature,COD,Congo  (Democratic Republic,0.12035499999999999,0.035,1.9474999999999998,0.065,0.0868,0.05,0.3,0.4,0.6,0.09838725490196065
mature,COK,Cook Islands,0.10984933,0.035,1.9512049999999996,0.065,0.0601,0.05,0.2974,0.4,0.6,0.0880875784313726
mature,CRI,Costa Rica,0.10483499999999998,0.035,1.9474999999999998,0.065,0.048,0.05,0.3,0.4,0.6,0.08317156862745101
mature,HRV,Croatia,0.100081,0.035,2.1185,0.065,0.016,0.05,0.18,0.4,0.6,0.0785107843137256
mature,CUB,Cuba,0.15070063500000003,0.035,1.9684475,0.065,0.1602,0.05,0.2853,0.4,0.6,0.12813787745098026
mature,CUW,Curaçao,0.102719,0.035,2.0614999999999997,0.065,0.029300000000000003,0.05,0.22,0.4,0.6,0.08109705882352936
mature,CYP,Cyprus,0.10376874999999999,0.035,2.196875,0.065,0.016,0.05,0.125,0.4,0.6,0.08212622549019599
mature,CZE,Czech Republic,0.0962105,0.035,2.10425,0.065,0.008,0.05,0.19,0.4,0.6,0.07471617647058815
mature,DNK,Denmark,0.09099900000000001,0.035,2.0614999999999997,0.065,0.0,0.05,0.22,0.4,0.6,0.06960686274509809
mature,DOM,Dominican  Republic,0.1068465,0.035,1.9902499999999996,0.065,0.048,0.05,0.27,0.4,0.6,0.08514362745098047
mature,ECU,Ecuador,0.14238750000000003,0.035,2.01875,0.065,0.1335,0.05,0.25,0.4,0.6,0.11998774509803933
mature,EGY,Egypt,0.13070375,0.035,2.0543749999999994,0.065,0.1001,0.05,0.225,0.4,0.6,0.10853308823529395
mature,SLV,El Salvador,0.12035499999999999,0.035,1.9474999999999998,0.065,0.0868,0.05,0.3,0.4,0.6,0.09838725490196065
mature,EST,Estonia,0.0961,0.035,2.09,0.065,0.009399999999999999,0.05,0.2,0.4,0.6,0.07460784313725499
mature,ETH,Ethiopia,0.133715,0.035,1.9474999999999998,0.065,0.1202,0.05,0.3,0.4,0.6,0.11148529411764696
mature,FLK,Falkland  Islands,0.103875725,0.035,1.9254124999999997,0.065,0.0482,0.05,0.3155,0.4,0.6,0.08223110294117641
mature,FJI,Fiji,0.11638000000000001,0.035,2.09,0.065,0.0601,0.05,0.2,0.4,0.6,0.09449019607843123
mature,FIN,Finland,0.09446000000000002,0.035,2.09,0.065,0.0053,0.05,0.2,0.4,0.6,0.07299999999999995
mature,FRA,France,0.0921875,0.035,2.01875,0.065,0.008,0.05,0.25,0.4,0.6,0.07077205882352944
mature,GUF,French Guiana,0.103875725,0.035,1.9254124999999997,0.065,0.0482,0.05,0.3155,0.4,0.6,0.08223110294117641
mature,GAB,Gabon,0.133715,0.035,1.9474999999999998,0.065,0.1202,0.05,0.3,0.4,0.6,0.11148529411764696
mature,GMB,Gambia,0.109675,0.035,1.9474999999999998,0.065,0.0601,0.05,0.3,0.4,0.6,0.08791666666666664
mature,GEO,Georgia,0.1117725,0.035,2.16125,0.065,0.04019999999999999,0.05,0.15,0.4,0.6,0.08997303921568633
mature,DEU,Germany,0.08563499999999999,0.035,1.9474999999999998,0.065,0.0,0.05,0.3,0.4,0.6,0.0643480392156861
mature,GHA,Ghana,0.1370675,0.035,2.01875,0.065,0.1202,0.05,0.25,0.4,0.6,0.11477205882352948
mature,GIB,Gibraltar,0.09361501,0.035,2.0218849999999997,0.065,0.011200000000000002,0.05,0.24780000000000002,0.4,0.6,0.07217157843137256
mature,GRC,Greece,0.10435900000000001,0.035,2.0614999999999997,0.065,0.0334,0.05,0.22,0.4,0.6,0.0827049019607844
mature,GRL,Greenland,0.09361501,0.035,2.0218849999999997,0.065,0.011200000000000002,0.05,0.24780000000000002,0.4,0.6,0.07217157843137256
mature,GTM,Guatemala,0.10234750000000002,0.035,2.01875,0.065,0.0334,0.05,0.25,0.4,0.6,0.08073284313725493
mature,GGY,Guernsey  (States of),0.10951000000000001,0.035,2.375,0.065,0.009399999999999999,0.05,0.0,0.4,0.6,0.08775490196078439
mature,GIN,Guinea,0.15383000000000002,0.035,2.375,0.065,0.1202,0.05,0.0,0.4,0.6,0.1312058823529414
mature,GNB,Guinea-Bissau,0.14047,0.035,2.375,0.065,0.0868,0.05,0.0,0.4,0.6,0.11810784313725509
mature,GUY,Guyana,0.11427000000000001,0.035,2.375,0.065,0.0213,0.05,0.0,0.4,0.6,0.09242156862745099
mature,HTI,Haiti,0.16983,0.035,2.375,0.065,0.1602,0.05,0.0,0.4,0.6,0.14689215686274504
mature,HND,Honduras,0.11302750000000002,0.035,2.01875,0.065,0.0601,0.05,0.25,0.4,0.6,0.09120343137254916
mature,HKG,Hong Kong,0.09788675000000001,0.035,2.139875,0.065,0.008,0.05,0.165,0.4,0.6,0.07635955882352952
mature,HUN,Hungary,0.10987550000000001,0.035,2.24675,0.065,0.0254,0.05,0.09,0.4,0.6,0.08811323529411763
mature,ISL,Iceland,0.0961,0.035,2.09,0.065,0.009399999999999999,0.05,0.2,0.4,0.6,0.07460784313725499
mature,IND,India,0.097355,0.035,1.9474999999999998,0.065,0.029300000000000003,0.05,0.3,0.4,0.6,0.07583823529411782
mature,IDN,Indonesia,0.10115900000000001,0.035,2.0614999999999997,0.065,0.0254,0.05,0.22,0.4,0.6,0.07956764705882358
mature,IRN,Iran,0.12571900000000003,0.035,2.0614999999999997,0.065,0.0868,0.05,0.22,0.4,0.6,0.10364607843137263
mature,IRQ,Iraq,0.1357325,0.035,2.16125,0.065,0.1001,0.05,0.15,0.4,0.6,0.11346323529411761
mature,IRL,Ireland,0.10056875000000001,0.035,2.196875,0.065,0.008,0.05,0.125,0.4,0.6,0.0789889705882354
mature,IMN,Isle of Man,0.10895000000000002,0.035,2.375,0.065,0.008,0.05,0.0,0.4,0.6,0.08720588235294136
mature,ISR,Israel,0.0988485,0.035,2.0472499999999996,0.065,0.0213,0.05,0.23,0.4,0.6,0.07730245098039212
mature,ITA,Italy,0.10137799999999998,0.035,2.0329999999999995,0.065,0.029300000000000003,0.05,0.24,0.4,0.6,0.07978235294117653
mature,CIV,Ivory Coast,0.10506750000000001,0.035,2.01875,0.065,0.04019999999999999,0.05,0.25,0.4,0.6,0.08339950980392175
mature,JAM,Jamaica,0.11302750000000002,0.035,2.01875,0.065,0.0601,0.05,0.25,0.4,0.6,0.09120343137254916
mature,JPN,Japan,0.08897929,0.035,1.938665,0.065,0.009399999999999999,0.05,0.3062,0.4,0.6,0.06762675490196068
mature,JEY,Jersey (States  of),0.10839000000000001,0.035,2.375,0.065,0.0066,0.05,0.0,0.4,0.6,0.0866568627450981
mature,JOR,Jordan,0.11154000000000001,0.035,2.09,0.065,0.048,0.05,0.2,0.4,0.6,0.0897450980392156
mature,KAZ,Kazakhstan,0.10086,0.035,2.09,0.065,0.0213,0.05,0.2,0.4,0.6,0.07927450980392159
mature,KEN,Kenya,0.12567499999999998,0.035,1.9474999999999998,0.065,0.1001,0.05,0.3,0.4,0.6,0.10360294117647051
mature,KWT,Kuwait,0.0994525,0.035,2.16125,0.065,0.009399999999999999,0.05,0.15,0.4,0.6,0.07789460784313729
mature,KGZ,Kyrgyzstan,0.133765,0.035,2.2325,0.065,0.0868,0.05,0.1,0.4,0.6,0.11153431372549005
mature,LAO,Laos,0.14114037000000001,0.035,1.992245,0.065,0.1335,0.05,0.2686,0.4,0.6,0.11876506862745106
mature,LVA,Latvia,0.09874000000000002,0.035,2.09,0.065,0.016,0.05,0.2,0.4,0.6,0.07719607843137255
mature,LBN,Lebanon,0.1887115,0.035,2.13275,0.065,0.2359,0.05,0.17,0.4,0.6,0.16540343137254898
mature,LBR,Liberia,0.14243150000000002,0.035,2.13275,0.065,0.1202,0.05,0.17,0.4,0.6,0.12003088235294124
mature,LBY,Libya,0.10287150000000003,0.035,2.13275,0.065,0.0213,0.05,0.17,0.4,0.6,0.08124656862745105
mature,LIE,Liechtenstein,0.09736875,0.035,2.196875,0.065,0.0,0.05,0.125,0.4,0.6,0.07585171568627458
mature,LTU,Lithuania,0.10021250000000001,0.035,2.16125,0.065,0.0113,0.05,0.15,0.4,0.6,0.07863970588235292
mature,LUX,Luxembourg,0.08902772999999999,0.035,2.0196049999999994,0.065,0.0,0.05,0.2494,0.4,0.6,0.06767424509803921
mature,MAC,Macau,0.09094037000000002,0.035,1.992245,0.065,0.008,0.05,0.2686,0.4,0.6,0.06954938235294117
mature,MKD,Macedonia,0.11824500000000002,0.035,2.2325,0.065,0.048,0.05,0.1,0.4,0.6,0.09631862745098041
mature,MDG,Madagascar,0.12840500000000002,0.035,2.2325,0.065,0.07339999999999999,0.05,0.1,0.4,0.6,0.1062794117647059
mature,MWI,Malawi,0.147125,0.035,2.2325,0.065,0.1202,0.05,0.1,0.4,0.6,0.12463235294117636
mature,MYS,Malaysia,0.09605799999999998,0.035,2.0329999999999995,0.065,0.016,0.05,0.24,0.4,0.6,0.07456666666666667
mature,MDV,Maldives,0.13582037000000002,0.035,1.992245,0.065,0.1202,0.05,0.2686,0.4,0.6,0.11354938235294121
mature,MLI,Mali,0.13582037000000002,0.035,1.992245,0.065,0.1202,0.05,0.2686,0.4,0.6,0.11354938235294121
mature,MLT,Malta,0.08680250000000002,0.035,1.87625,0.065,0.0113,0.05,0.35,0.4,0.6,0.06549264705882352
mature,MTQ,Martinique,0.12127328500000001,0.035,2.0154725,0.065,0.08109999999999999,0.05,0.2523,0.4,0.6,0.09928753431372539
mature,MUS,Mauritius,0.1074125,0.035,2.16125,0.065,0.029300000000000003,0.05,0.15,0.4,0.6,0.0856985294117647
mature,MEX,Mexico,0.09579499999999999,0.035,1.9474999999999998,0.065,0.0254,0.05,0.3,0.4,0.6,0.07430882352941182
mature,MDA,Moldova,0.13242400000000001,0.035,2.204,0.065,0.0868,0.05,0.12,0.4,0.6,0.11021960784313722
mature,MCO,Monaco,0.08913501,0.035,2.0218849999999997,0.065,0.0,0.05,0.24780000000000002,0.4,0.6,0.06777942156862737
mature,MNG,Mongolia,0.11834750000000001,0.035,2.01875,0.065,0.07339999999999999,0.05,0.25,0.4,0.6,0.0964191176470588
mature,MNE,Montenegro,0.11973250000000002,0.035,2.16125,0.065,0.0601,0.05,0.15,0.4,0.6,0.09777696078431375
mature,MSR,Montserrat,0.09834063500000001,0.035,1.9684475,0.065,0.029300000000000003,0.05,0.2853,0.4,0.6,0.07680454411764703
mature,MAR,Morocco,0.097654,0.035,1.9189999999999996,0.065,0.0334,0.05,0.32,0.4,0.6,0.07613137254901958
mature,MOZ,Mozambique,0.132374,0.035,1.9189999999999996,0.065,0.1202,0.05,0.32,0.4,0.6,0.11017058823529413
mature,MMR,Myanmar,0.137694,0.035,1.9189999999999996,0.065,0.1335,0.05,0.32,0.4,0.6,0.11538627450980399
mature,NAM,Namibia,0.10833400000000001,0.035,1.9189999999999996,0.065,0.0601,0.05,0.32,0.4,0.6,0.08660196078431359
mature,NPL,Nepal,0.10818750000000002,0.035,2.01875,0.065,0.048,0.05,0.25,0.4,0.6,0.08645833333333353
mature,NLD,Netherlands,0.08845109999999999,0.035,2.0073499999999997,0.065,0.0,0.05,0.258,0.4,0.6,0.06710892156862736
mature,NZL,New Zealand,0.086976,0.035,1.976,0.065,0.0,0.05,0.28,0.4,0.6,0.06566274509803915
mature,NIC,Nicaragua,0.11499499999999999,0.035,1.9474999999999998,0.065,0.07339999999999999,0.05,0.3,0.4,0.6,0.0931323529411765
mature,NER,Niger,0.14114037000000001,0.035,1.992245,0.065,0.1335,0.05,0.2686,0.4,0.6,0.11876506862745106
mature,NGA,Nigeria,0.12567499999999998,0.035,1.9474999999999998,0.065,0.1001,0.05,0.3,0.4,0.6,0.10360294117647051
mature,NOR,Norway,0.09099900000000001,0.035,2.0614999999999997,0.065,0.0,0.05,0.22,0.4,0.6,0.06960686274509809
mature,OMN,Oman,0.10905250000000002,0.035,2.16125,0.065,0.0334,0.05,0.15,0.4,0.6,0.08730637254901952
mature,PAK,Pakistan,0.1343855,0.035,1.9617499999999999,0.065,0.1202,0.05,0.29,0.4,0.6,0.1121426470588236
mature,PSE,Palestinian  Authority,0.1887115,0.035,2.13275,0.065,0.2359,0.05,0.17,0.4,0.6,0.16540343137254898
mature,PAN,Panama,0.1007075,0.035,2.01875,0.065,0.029300000000000003,0.05,0.25,0.4,0.6,0.07912499999999989
mature,PNG,Papua New  Guinea,0.11499499999999999,0.035,1.9474999999999998,0.065,0.07339999999999999,0.05,0.3,0.4,0.6,0.0931323529411765
mature,PRY,Paraguay,0.110765,0.035,2.2325,0.065,0.029300000000000003,0.05,0.1,0.4,0.6,0.088985294117647
mature,PER,Peru,0.09449025,0.035,1.954625,0.065,0.0213,0.05,0.295,0.4,0.6,0.0730296568627451
mature,PHL,Philippines,0.09914750000000001,0.035,2.01875,0.065,0.0254,0.05,0.25,0.4,0.6,0.07759558823529411
mature,POL,Poland,0.0975305,0.035,2.10425,0.065,0.0113,0.05,0.19,0.4,0.6,0.07601029411764704
mature,PRT,Portugal,0.09806949999999998,0.035,2.0757499999999993,0.065,0.016,0.05,0.21,0.4,0.6,0.07653872549019614
mature,QAT,Qatar,0.101685,0.035,2.2325,0.065,0.0066,0.05,0.1,0.4,0.6,0.08008333333333328
mature,REU,Reunion,0.09451953,0.035,2.013905,0.065,0.0144,0.05,0.2534,0.4,0.6,0.07305836274509803
mature,ROU,Romania,0.106742,0.035,2.147,0.065,0.029300000000000003,0.05,0.16,0.4,0.6,0.08504117647058829
mature,RUS,Russia,0.10842,0.035,2.09,0.065,0.04019999999999999,0.05,0.2,0.4,0.6,0.08668627450980382
mature,RWA,Rwanda,0.11499499999999999,0.035,1.9474999999999998,0.065,0.07339999999999999,0.05,0.3,0.4,0.6,0.0931323529411765
mature,LCA,Saint Lucia,0.12127328500000001,0.035,2.0154725,0.065,0.08109999999999999,0.05,0.2523,0.4,0.6,0.09928753431372539
mature,SAU,Saudi Arabia,0.09554000000000001,0.035,2.09,0.065,0.008,0.05,0.2,0.4,0.6,0.07405882352941173
mature,SEN,Senegal,0.109675,0.035,1.9474999999999998,0.065,0.0601,0.05,0.3,0.4,0.6,0.08791666666666664
mature,SRB,Serbia,0.1117725,0.035,2.16125,0.065,0.04019999999999999,0.05,0.15,0.4,0.6,0.08997303921568633
mature,SLE,Sierra Leone,0.15383000000000002,0.035,2.375,0.065,0.1202,0.05,0.0,0.4,0.6,0.1312058823529414
mature,SGP,Singapore,0.09435150000000002,0.035,2.13275,0.065,0.0,0.05,0.17,0.4,0.6,0.07289362745098038
mature,SVK,Slovakia,0.09806949999999998,0.035,2.0757499999999993,0.065,0.016,0.05,0.21,0.4,0.6,0.07653872549019614
mature,SVN,Slovenia,0.0994105,0.035,2.10425,0.065,0.016,0.05,0.19,0.4,0.6,0.07785343137254896
mature,SLB,Solomon  Islands,0.12567499999999998,0.035,1.9474999999999998,0.065,0.1001,0.05,0.3,0.4,0.6,0.10360294117647051
mature,SOM,Somalia,0.139035,0.035,1.9474999999999998,0.065,0.1335,0.05,0.3,0.4,0.6,0.11670098039215682
mature,ZAF,South Africa,0.1037265,0.035,1.9902499999999996,0.065,0.04019999999999999,0.05,0.27,0.4,0.6,0.0820848039215687
mature,KOR,South Korea,0.0916275,0.035,2.01875,0.065,0.0066,0.05,0.25,0.4,0.6,0.07022303921568618
mature,ESP,Spain,0.09750750000000001,0.035,2.01875,0.065,0.0213,0.05,0.25,0.4,0.6,0.0759877450980393
mature,LKA,Sri Lanka,0.153738,0.035,2.0329999999999995,0.065,0.1602,0.05,0.24,0.4,0.6,0.13111568627450976
mature,SXM,St. Maarten,0.102700635,0.035,1.9684475,0.065,0.04019999999999999,0.05,0.2853,0.4,0.6,0.08107905392156844
mature,VCT,St. Vincent  & the Grenadines,0.12134063500000002,0.035,1.9684475,0.065,0.0868,0.05,0.2853,0.4,0.6,0.09935356372549009
mature,SDN,Sudan,0.180980635,0.035,1.9684475,0.065,0.2359,0.05,0.2853,0.4,0.6,0.15782415196078436
mature,SUR,Suriname,0.12165199999999998,0.035,1.8619999999999999,0.065,0.1001,0.05,0.36,0.4,0.6,0.0996588235294118
mature,SWZ,Swaziland,0.11667125,0.035,1.9831249999999998,0.065,0.07339999999999999,0.05,0.275,0.4,0.6,0.09477573529411765
mature,SWE,Sweden,0.09193770000000001,0.035,2.08145,0.065,0.0,0.05,0.20600000000000002,0.4,0.6,0.07052715686274502
mature,CHE,Switzerland,0.0959607,0.035,2.1669499999999995,0.065,0.0,0.05,0.146,0.4,0.6,0.07447127450980395
mature,SYR,Syria,0.1903207,0.035,2.1669499999999995,0.065,0.2359,0.05,0.146,0.4,0.6,0.16698107843137255
mature,TWN,Taiwan,0.09554000000000001,0.035,2.09,0.065,0.008,0.05,0.2,0.4,0.6,0.07405882352941173
mature,TJK,Tajikistan,0.12840100000000002,0.035,2.1185,0.065,0.0868,0.05,0.18,0.4,0.6,0.10627549019607829
mature,TZA,Tanzania,0.109675,0.035,1.9474999999999998,0.065,0.0601,0.05,0.3,0.4,0.6,0.08791666666666664
mature,THA,Thailand,0.10086,0.035,2.09,0.065,0.0213,0.05,0.2,0.4,0.6,0.07927450980392159
mature,TGO,Togo,0.12246037000000003,0.035,1.992245,0.065,0.0868,0.05,0.2686,0.4,0.6,0.1004513431372549
mature,TTO,Trinidad  &' Tobago,0.101715,0.035,1.9474999999999998,0.065,0.04019999999999999,0.05,0.3,0.4,0.6,0.08011274509803923
mature,TUN,Tunisia,0.1437725,0.035,2.16125,0.065,0.1202,0.05,0.15,0.4,0.6,0.12134558823529429
mature,TUR,Turkey,0.11302750000000002,0.035,2.01875,0.065,0.0601,0.05,0.25,0.4,0.6,0.09120343137254916
mature,TCA,Turks &  Caicos Islands,0.11427000000000001,0.035,2.375,0.065,0.0213,0.05,0.0,0.4,0.6,0.09242156862745099
mature,UGA,Uganda,0.12035499999999999,0.035,1.9474999999999998,0.065,0.0868,0.05,0.3,0.4,0.6,0.09838725490196065
mature,UKR,Ukraine,0.157761,0.035,2.1185,0.065,0.1602,0.05,0.18,0.4,0.6,0.1350598039215687
mature,ARE,United Arab  Emirates,0.0916275,0.035,2.01875,0.065,0.0066,0.05,0.25,0.4,0.6,0.07022303921568618
mature,GBR,United Kingdom,0.0921875,0.035,2.01875,0.065,0.008,0.05,0.25,0.4,0.6,0.07077205882352944
mature,USA,United States,0.08898750000000001,0.035,2.01875,0.065,0.0,0.05,0.25,0.4,0.6,0.06763480392156862
mature,URY,Uruguay,0.09750750000000001,0.035,2.01875,0.065,0.0213,0.05,0.25,0.4,0.6,0.0759877450980393
mature,UZB,Uzbekistan,0.11489250000000001,0.035,2.16125,0.065,0.048,0.05,0.15,0.4,0.6,0.09303186274509812
mature,VEN,Venezuela,0.177313,0.035,1.8904999999999996,0.065,0.2359,0.05,0.34,0.4,0.6,0.15422843137254905
mature,VNM,Vietnam,0.10842,0.035,2.09,0.065,0.04019999999999999,0.05,0.2,0.4,0.6,0.08668627450980382
mature,YEM,Yemen,0.15642,0.035,2.09,0.065,0.1602,0.05,0.2,0.4,0.6,0.13374509803921564
mature,ZMB,Zambia,0.1303625,0.035,1.87625,0.065,0.1202,0.05,0.35,0.4,0.6,0.10819852941176467
